artist,track_name,lyrics,Genre,letras_limpas,Silabas,Frequencia,Pontuacao Gramatical,diversidade lexical,diversidade tematica,Tamanho,Versos,Polaridade,Complexidade
leonard-cohen,0 - 0 - hallelujah," <p>Now I've heard there was a secret chord<br/>That David played, and it pleased the Lord<br/>But you don't really care for music, do you?<br/>It goes like this, the fourth, the fifth<br/>The minor fall, the major lift<br/>The baffled King composing Hallelujah</p><p>Hallelujah, Hallelujah<br/>Hallelujah, Hallelujah</p><p>Your faith was strong, but you needed proof<br/>You saw her bathing on the roof<br/>Her beauty and the moonlight overthrew you<br/>She tied you to a kitchen chair<br/>She broke your throne and she cut your hair<br/>And from your lips she drew the Hallelujah</p><p>Hallelujah, Hallelujah<br/>Hallelujah, Hallelujah</p><p>You say I took the name in vain<br/>I don't even know the name<br/>But if I did, well, really, what's it to you?<br/>There's a blaze of light in every word<br/>It doesn't matter which you heard<br/>The holy or the broken Hallelujah</p><p>Hallelujah, Hallelujah<br/>Hallelujah, Hallelujah</p><p>I did my best, it wasn't much<br/>I couldn't feel, so I tried to touch<br/>I've told the truth, I didn't come to fool you<br/>And even though it all went wrong<br/>I'll stand before the Lord of Song<br/>With nothing on my tongue but Hallelujah</p><p>Hallelujah, Hallelujah<br/>Hallelujah, Hallelujah<br/>Hallelujah, Hallelujah<br/>Hallelujah, Hallelujah<br/>Hallelujah, Hallelujah<br/>Hallelujah, Hallelujah<br/>Hallelujah, Hallelujah<br/>Hallelujah, Hallelujah<br/>Hallelujah, Hallelujah<br/>Hallelujah, Hallelujah</p> ",Folk,"now i've heard there was a secret chord
that david played, and it pleased the lord
but you don't really care for music, do you?
it goes like this, the fourth, the fifth
the minor fall, the major lift
the baffled king composing hallelujah
 hallelujah, hallelujah
hallelujah, hallelujah
 your faith was strong, but you needed proof
you saw her bathing on the roof
her beauty and the moonlight overthrew you
she tied you to a kitchen chair
she broke your throne and she cut your hair
and from your lips she drew the hallelujah
 hallelujah, hallelujah
hallelujah, hallelujah
 you say i took the name in vain
i don't even know the name
but if i did, well, really, what's it to you?
there's a blaze of light in every word
it doesn't matter which you heard
the holy or the broken hallelujah
 hallelujah, hallelujah
hallelujah, hallelujah
 i did my best, it wasn't much
i couldn't feel, so i tried to touch
i've told the truth, i didn't come to fool you
and even though it all went wrong
i'll stand before the lord of song
with nothing on my tongue but hallelujah
 hallelujah, hallelujah
hallelujah, hallelujah
hallelujah, hallelujah
hallelujah, hallelujah
hallelujah, hallelujah
hallelujah, hallelujah
hallelujah, hallelujah
hallelujah, hallelujah
hallelujah, hallelujah
hallelujah, hallelujah",0.0,0.5424528301886793,0.8200000000000005,2.207197,1.0070037238393956,212,1.6,0.12660256410256412,1
leonard-cohen,1 - 1 - suzanne," <p>Suzanne takes you down to her place near the river<br/>You can hear the boats go by<br/>You can spend the night beside her<br/>And you know that she's half crazy<br/>But that's why you want to be there<br/>And she feeds you tea and oranges<br/>That come all the way from China<br/>And just when you mean to tell her<br/>That you have no love to give her<br/>Then she gets you on her wavelength<br/>And she lets the river answer<br/>That you've always been her lover<br/>And you want to travel with her<br/>And you want to travel blind<br/>And you know that she will trust you<br/>For you've touched her perfect body<br/>With your mind</p><p>And Jesus was a sailor<br/>When he walked upon the water<br/>And he spent a long time watching<br/>From his lonely wooden tower<br/>And when he knew for certain<br/>Only drowning men could see him<br/>He said ""All men will be sailors then<br/>Until the sea shall free them""<br/>But he himself was broken<br/>Long before the sky would open<br/>Forsaken, almost human<br/>He sank beneath your wisdom like a stone<br/>And you want to travel with him<br/>And you want to travel blind<br/>And you think maybe you'll trust him<br/>For he's touched your perfect body<br/>With his mind</p><p>Now Suzanne takes your hand<br/>And she leads you to the river<br/>She is wearing rags and feathers<br/>From Salvation Army counters<br/>And the sun pours down like honey<br/>On our lady of the harbour<br/>And she shows you where to look<br/>Among the garbage and the flowers<br/>There are heroes in the seaweed<br/>There are children in the morning<br/>They are leaning out for love<br/>And they will lean that way forever<br/>While Suzanne holds the mirror<br/>And you want to travel with her<br/>And you want to travel blind<br/>And you know that you can trust her<br/>For she's touched your perfect body<br/>With her mind</p> ",Folk,"suzanne takes you down to her place near the river
you can hear the boats go by
you can spend the night beside her
and you know that she's half crazy
but that's why you want to be there
and she feeds you tea and oranges
that come all the way from china
and just when you mean to tell her
that you have no love to give her
then she gets you on her wavelength
and she lets the river answer
that you've always been her lover
and you want to travel with her
and you want to travel blind
and you know that she will trust you
for you've touched her perfect body
with your mind
 and jesus was a sailor
when he walked upon the water
and he spent a long time watching
from his lonely wooden tower
and when he knew for certain
only drowning men could see him
he said ""all men will be sailors then
until the sea shall free them""
but he himself was broken
long before the sky would open
forsaken, almost human
he sank beneath your wisdom like a stone
and you want to travel with him
and you want to travel blind
and you think maybe you'll trust him
for he's touched your perfect body
with his mind
 now suzanne takes your hand
and she leads you to the river
she is wearing rags and feathers
from salvation army counters
and the sun pours down like honey
on our lady of the harbour
and she shows you where to look
among the garbage and the flowers
there are heroes in the seaweed
there are children in the morning
they are leaning out for love
and they will lean that way forever
while suzanne holds the mirror
and you want to travel with her
and you want to travel blind
and you know that you can trust her
for she's touched your perfect body
with her mind",0.0,0.4754601226993865,1.300000000000001,2.3041573,1.3390585182013843,326,1.0612244897959184,0.014960317460317465,1
leonard-cohen,2 - 2 - bird-on-the-wire," <p>Like a bird on the wire,<br/>like a drunk in a midnight choir<br/>I have tried in my way to be free.<br/>Like a worm on a hook,<br/>like a knight from some old fashioned book<br/>I have saved all my ribbons for thee.<br/>If I, if I have been unkind,<br/>I hope that you can just let it go by.<br/>If I, if I have been untrue<br/>I hope you know it was never to you.</p><p>Like a baby, stillborn,<br/>like a beast with his horn<br/>I have torn everyone who reached out for me.<br/>But I swear by this song<br/>and by all that I have done wrong<br/>I will make it all up to thee.<br/>I saw a beggar leaning on his wooden crutch,<br/>he said to me, ""You must not ask for so much.""<br/>And a pretty woman leaning in her darkened door,<br/>she cried to me, ""Hey, why not ask for more?""</p><p>Oh like a bird on the wire,<br/>like a drunk in a midnight choirhave tried in my way to be free.</p> ",Folk,"like a bird on the wire,
like a drunk in a midnight choir
i have tried in my way to be free.
like a worm on a hook,
like a knight from some old fashioned book
i have saved all my ribbons for thee.
if i, if i have been unkind,
i hope that you can just let it go by.
if i, if i have been untrue
i hope you know it was never to you.
 like a baby, stillborn,
like a beast with his horn
i have torn everyone who reached out for me.
but i swear by this song
and by all that i have done wrong
i will make it all up to thee.
i saw a beggar leaning on his wooden crutch,
he said to me, ""you must not ask for so much.""
and a pretty woman leaning in her darkened door,
she cried to me, ""hey, why not ask for more?""
 oh like a bird on the wire,
like a drunk in a midnight choirhave tried in my way to be free.",0.0,0.550561797752809,0.8800000000000006,4.3286057,1.0400204528099175,178,1.0,0.035,1
leonard-cohen,3 - 3 - famous-blue-raincoat," <p>It's four in the morning, the end of december<br/>I'm writing you now just to see if you're better<br/>New York is cold, but I like where I'm living<br/>There's music on Clinton Street all through the evening<br/>I hear that you're building your little house deep in the desert<br/>You're living for nothing now, I hope you're keeping some kind of record</p><p>Yes, and jane came by with a lock of your hair<br/>She said that you gave it to her<br/>That night that you planned to go clear<br/>Did you ever go clear?</p><p>On the last time we saw you, you looked so much older<br/>Your famous blue raincoat was torn at the shoulder<br/>You'd been to the station to meet every train<br/>And you came home without Lili Marlene</p><p>And you treated my woman to a flake of your life<br/>And when she came back she was nobody's wife</p><p>Well I see you there with the rose in your teeth<br/>One more thin gypsy thief<br/>Well I see jane's awake</p><p>She sends her regards</p><p>And what can I tell you my brother, my killer<br/>What can I possibly say?<br/>I guess that I miss you, I guess I forgive you<br/>I'm glad you stood in my way</p><p>If you ever come by here, for Jane or for me<br/>Well your enemy is sleeping, and his woman is free<br/>Yes, and thanks, for the trouble you took from her eyes<br/>I thought it was there for good so I never tried<br/>And jane came by with a lock of your hair<br/>She said that you gave it to her<br/>That night that you planned to go clear</p><p>Sincerely, l. Cohen</p> ",Folk,"it's four in the morning, the end of december
i'm writing you now just to see if you're better
new york is cold, but i like where i'm living
there's music on clinton street all through the evening
i hear that you're building your little house deep in the desert
you're living for nothing now, i hope you're keeping some kind of record
 yes, and jane came by with a lock of your hair
she said that you gave it to her
that night that you planned to go clear
did you ever go clear?
 on the last time we saw you, you looked so much older
your famous blue raincoat was torn at the shoulder
you'd been to the station to meet every train
and you came home without lili marlene
 and you treated my woman to a flake of your life
and when she came back she was nobody's wife
 well i see you there with the rose in your teeth
one more thin gypsy thief
well i see jane's awake
 she sends her regards
 and what can i tell you my brother, my killer
what can i possibly say?
i guess that i miss you, i guess i forgive you
i'm glad you stood in my way
 if you ever come by here, for jane or for me
well your enemy is sleeping, and his woman is free
yes, and thanks, for the trouble you took from her eyes
i thought it was there for good so i never tried
and jane came by with a lock of your hair
she said that you gave it to her
that night that you planned to go clear
 sincerely, l. cohen",0.0,0.5425531914893617,1.430000000000001,2.5009544,0.9972892921166723,282,1.0666666666666667,0.17564709595959593,1
leonard-cohen,4 - 4 - dance-me-to-the-end-of-love," <p>Dance me to your beauty with a burning violin<br/>Dance me through the panic 'til I'm gathered safely in<br/>Lift me like an olive branch and be my homeward dove<br/>Dance me to the end of love<br/>Dance me to the end of love</p><p>Oh, let me see your beauty when the witnesses are gone<br/>Let me feel you moving like they do in Babylon<br/>Show me slowly what I only know the limits of<br/>Dance me to the end of love<br/>Dance me to the end of love</p><p>Dance me to the wedding now, dance me on and on<br/>Dance me very tenderly and dance me very long<br/>We're both of us beneath our love, we're both of us above<br/>Dance me to the end of love<br/>Dance me to the end of love</p><p>Dance me to the children who are asking to be born<br/>Dance me through the curtains that our kisses have outworn<br/>Raise a tent of shelter now, though every thread is torn<br/>Dance me to the end of love</p><p>Dance me to your beauty with a burning violin<br/>Dance me through the panic till I'm gathered safely in<br/>Touch me with your naked hand or touch me with your glove<br/>Dance me to the end of love<br/>Dance me to the end of love<br/>Dance me to the end of love</p> ",Folk,"dance me to your beauty with a burning violin
dance me through the panic 'til i'm gathered safely in
lift me like an olive branch and be my homeward dove
dance me to the end of love
dance me to the end of love
 oh, let me see your beauty when the witnesses are gone
let me feel you moving like they do in babylon
show me slowly what i only know the limits of
dance me to the end of love
dance me to the end of love
 dance me to the wedding now, dance me on and on
dance me very tenderly and dance me very long
we're both of us beneath our love, we're both of us above
dance me to the end of love
dance me to the end of love
 dance me to the children who are asking to be born
dance me through the curtains that our kisses have outworn
raise a tent of shelter now, though every thread is torn
dance me to the end of love
 dance me to your beauty with a burning violin
dance me through the panic till i'm gathered safely in
touch me with your naked hand or touch me with your glove
dance me to the end of love
dance me to the end of love
dance me to the end of love",0.0,0.3805309734513274,0.7800000000000005,2.4562924,0.7882070639519511,226,1.6666666666666667,0.333421052631579,0
leonard-cohen,5 - 5 - so-long-marianne," <p>Come over to the window, my little darling<br/>I'd like to try to read your palm<br/>I used to think I was some kind of Gypsy boy<br/>Before I let you take me home</p><p>Now so long, Marianne, it's time that we began<br/>To laugh and cry and cry and laugh about it all again</p><p>Well you know that I love to live with you<br/>But you make me forget so very much<br/>I forget to pray for the angels<br/>And then the angels forget to pray for us</p><p>Now so long, Marianne, it's time that we began<br/>To laugh and cry and cry and laugh about it all again</p><p>We met when we were almost young<br/>Deep in the green lilac park<br/>You held on to me like I was a crucifix<br/>As we went kneeling through the dark</p><p>Oh so long, Marianne, it's time that we began<br/>To laugh and cry and cry and laugh about it all again</p><p>Your letters they all say that you're beside me now<br/>Then why do I feel alone?<br/>I'm standing on a ledge and your fine spider web<br/>Is fastening my ankle to a stone</p><p>Now so long, Marianne, it's time that we began<br/>To laugh and cry and cry and laugh about it all again</p><p>For now I need your hidden love<br/>I'm cold as a new razor blade<br/>You left when I told you I was curious<br/>I never said that I was brave</p><p>Oh so long, Marianne, it's time that we began<br/>To laugh and cry and cry and laugh about it all again</p><p>Oh, you are really such a pretty one<br/>I see you've gone and changed your name again<br/>And just when I climbed this whole mountainside<br/>To wash my eyelids in the rain!</p><p>Oh so long, Marianne, it's time that we began<br/>To laugh and cry and cry and laugh about it all again</p> ",Folk,"come over to the window, my little darling
i'd like to try to read your palm
i used to think i was some kind of gypsy boy
before i let you take me home
 now so long, marianne, it's time that we began
to laugh and cry and cry and laugh about it all again
 well you know that i love to live with you
but you make me forget so very much
i forget to pray for the angels
and then the angels forget to pray for us
 now so long, marianne, it's time that we began
to laugh and cry and cry and laugh about it all again
 we met when we were almost young
deep in the green lilac park
you held on to me like i was a crucifix
as we went kneeling through the dark
 oh so long, marianne, it's time that we began
to laugh and cry and cry and laugh about it all again
 your letters they all say that you're beside me now
then why do i feel alone?
i'm standing on a ledge and your fine spider web
is fastening my ankle to a stone
 now so long, marianne, it's time that we began
to laugh and cry and cry and laugh about it all again
 for now i need your hidden love
i'm cold as a new razor blade
you left when i told you i was curious
i never said that i was brave
 oh so long, marianne, it's time that we began
to laugh and cry and cry and laugh about it all again
 oh, you are really such a pretty one
i see you've gone and changed your name again
and just when i climbed this whole mountainside
to wash my eyelids in the rain!
 oh so long, marianne, it's time that we began
to laugh and cry and cry and laugh about it all again",0.0,0.40752351097178685,1.6900000000000013,2.4946945,0.7603675956305532,319,1.3333333333333333,0.1538217703349282,0
leonard-cohen,6 - 6 - waiting-for-the-sun," <p>I left a woman waiting<br/>I met her sometime later<br/>She said, I see your eyes are dead<br/>What happened to you, lover?<br/>What happened to you, my lover?<br/>What happened to you, lover?<br/>What happened to you?</p><p><br/>And since she spoke the truth to me<br/>I tried to answer truthfully<br/>Whatever happened to my eyes<br/>Happened to your beauty<br/>Happened to your beauty<br/>What happened to your beauty<br/>Happened to me</p><p><br/>We took ourselves to someone's bed<br/>And there we fell together<br/>Quick as dogs and truly dead were we<br/>And free as running water<br/>Free as running water<br/>Free as running water<br/>Free as you and me<br/>The way it's got to be<br/>The way it's got to be, lover</p> ",Folk,"i left a woman waiting
i met her sometime later
she said, i see your eyes are dead
what happened to you, lover?
what happened to you, my lover?
what happened to you, lover?
what happened to you?
 
and since she spoke the truth to me
i tried to answer truthfully
whatever happened to my eyes
happened to your beauty
happened to your beauty
what happened to your beauty
happened to me
 
we took ourselves to someone's bed
and there we fell together
quick as dogs and truly dead were we
and free as running water
free as running water
free as running water
free as you and me
the way it's got to be
the way it's got to be, lover",1.0,0.4672131147540984,0.5400000000000003,2.6924489,1.2186043397613773,122,1.15,0.2033333333333333,1
leonard-cohen,7 - 7 - the-partisan," <p>When they poured across the border<br/>I was cautioned to surrender<br/>This I could not do<br/>I took my gun and vanished<br/>I have changed my name so often<br/>I've lost my wife and children<br/>But I have many friends<br/>And some of them are with me</p><p>An old woman gave us shelter<br/>Kept us hidden in the garret<br/>Then the soldiers came<br/>She died without a whisper</p><p>There were three of us this morning<br/>I'm the only one this evening<br/>But I must go on<br/>The frontiers are my prison</p><p>Oh, the wind, the wind is blowing<br/>Through the graves the wind is blowing<br/>Freedom soon will come<br/>Then we'll come from the shadow</p><p>Les allemands étaient chez moi<br/>Ils me dirent: Signe toi<br/>Mais je n'ai pas peur<br/>J'ai repris mon arme</p><p>J'ai changé cent fois de nom<br/>J'ai perdu femme et enfants<br/>Mais j'ai tant d'amis<br/>J'ai la France entière</p><p>Un vieil homme dans un grenier<br/>Pour la nuit nous a caché<br/>Les allemands l'ont pris<br/>Il est mort sans surprise</p><p>Oh, the wind, the wind is blowing<br/>Through the graves the wind is blowing<br/>Freedom soon will come<br/>Then we'll come from the shadow</p> ",Folk,"when they poured across the border
i was cautioned to surrender
this i could not do
i took my gun and vanished
i have changed my name so often
i've lost my wife and children
but i have many friends
and some of them are with me
 an old woman gave us shelter
kept us hidden in the garret
then the soldiers came
she died without a whisper
 there were three of us this morning
i'm the only one this evening
but i must go on
the frontiers are my prison
 oh, the wind, the wind is blowing
through the graves the wind is blowing
freedom soon will come
then we'll come from the shadow
 les allemands étaient chez moi
ils me dirent: signe toi
mais je n'ai pas peur
j'ai repris mon arme
 j'ai changé cent fois de nom
j'ai perdu femme et enfants
mais j'ai tant d'amis
j'ai la france entière
 un vieil homme dans un grenier
pour la nuit nous a caché
les allemands l'ont pris
il est mort sans surprise
 oh, the wind, the wind is blowing
through the graves the wind is blowing
freedom soon will come
then we'll come from the shadow",0.0,0.6616161616161617,0.7500000000000004,1.7287972,1.4450367186516109,198,1.125,0.10833333333333334,1
leonard-cohen,8 - 8 - if-it-be-your-will," <p>I was born in a beauty salon<br/>My father was a dresser of hair<br/>My mother was a girl you could call on<br/>When you called she was always there</p><p>When you called she was always there<br/>When you called she was always there<br/>When you called she was always there<br/>When you called she was always there</p><p>Ah but don't go home with your hard-on<br/>It will only drive you insane<br/>You can't shake it (or break it) with your Motown<br/>You can't melt it down in the rain</p><p>You can't melt it down in the rain<br/>You can't melt it down in the rain<br/>You can't melt it down in the rain</p><p>I've looked behind all of the faces<br/>That smile you down to you knees<br/>And the lips that say, Come on, taste us<br/>And when you try to they make you say Please</p><p>When you try to they make you say Please<br/>When you try to they make you say Please<br/>When you try to they make you say Please<br/>When you try to they make you say Please</p><p>Ah but don't go home with your hard-on ...</p><p>Here come's your bride with her veil on<br/>Approach her, you wretch, if you dare<br/>Approach her, you ape with your tail on<br/>Once you have her she'll always be there</p><p>Once you have her she'll always be there<br/>Once you have her she'll always be there<br/>Once you have her she'll always be there<br/>Once you have her she'll always be there</p><p>Ah but don't go home with your hard-on ...</p><p>So I work in that same beauty salon<br/>I'm chained to the old masquerade<br/>The lipstick, the shadow, the silicone<br/>I follow my father's trade</p><p>I follow my father's trade<br/>Yes I follow my father's trade<br/>Yes I follow my father's trade<br/>Yes I follow my father's trade</p><p>Ah but don't go home with your hard-on ...<br/>It will only drive you insane<br/>You can't shake it (or break it) with your Motown<br/>You can't melt it down in the rain<br/>You can't melt it down in the rain<br/>You can't melt it down in the rain<br/>You can't melt it down in the rain<br/>You can't melt it down in the rain<br/>You can't melt it down in the rain<br/>You can't melt it down in the rain<br/>You can't melt it down in the rain<br/>You can't melt it down in the rain</p> ",Folk,"i was born in a beauty salon
my father was a dresser of hair
my mother was a girl you could call on
when you called she was always there
 when you called she was always there
when you called she was always there
when you called she was always there
when you called she was always there
 ah but don't go home with your hard-on
it will only drive you insane
you can't shake it (or break it) with your motown
you can't melt it down in the rain
 you can't melt it down in the rain
you can't melt it down in the rain
you can't melt it down in the rain
 i've looked behind all of the faces
that smile you down to you knees
and the lips that say, come on, taste us
and when you try to they make you say please
 when you try to they make you say please
when you try to they make you say please
when you try to they make you say please
when you try to they make you say please
 ah but don't go home with your hard-on ...
 here come's your bride with her veil on
approach her, you wretch, if you dare
approach her, you ape with your tail on
once you have her she'll always be there
 once you have her she'll always be there
once you have her she'll always be there
once you have her she'll always be there
once you have her she'll always be there
 ah but don't go home with your hard-on ...
 so i work in that same beauty salon
i'm chained to the old masquerade
the lipstick, the shadow, the silicone
i follow my father's trade
 i follow my father's trade
yes i follow my father's trade
yes i follow my father's trade
yes i follow my father's trade
 ah but don't go home with your hard-on ...
it will only drive you insane
you can't shake it (or break it) with your motown
you can't melt it down in the rain
you can't melt it down in the rain
you can't melt it down in the rain
you can't melt it down in the rain
you can't melt it down in the rain
you can't melt it down in the rain
you can't melt it down in the rain
you can't melt it down in the rain
you can't melt it down in the rain",0.0,0.2396088019559902,1.7900000000000014,1.5264385,0.918066917257086,409,2.3043478260869565,-0.18989898989898987,0
leonard-cohen,9 - 9 - sisters-of-mercy," <p>Oh, the sisters of mercy, they are not departed or gone<br/>They were waiting for me when I thought that I just can't go on<br/>And they brought me their comfort and later they brought me this song<br/>Oh, I hope you run into them, you who've been travelling so long<br/>Yes you who must leave everything that you cannot control<br/>It begins with your family, but soon it comes around to your soul<br/>Well I've been where you're hanging, I think I can see how you're pinned<br/>When you're not feeling holy, your loneliness says that you've sinned</p><p>Well, they lay down beside me, I made my confession to them<br/>They touched both my eyes and I touched the dew on their hem<br/>If your life is a leaf that the seasons tear off and condemn<br/>They will bind you with love that is graceful and green as a stem</p><p>When I left they were sleeping, I hope you run into them soon<br/>Don't turn on the lights, you can read their address by the moon<br/>And you won't make me jealous if I hear that they sweetened your night<br/>We weren't lovers like that and besides it would still be all right<br/>We weren't lovers like that and besides it would still be all right</p> ",Folk,"oh, the sisters of mercy, they are not departed or gone
they were waiting for me when i thought that i just can't go on
and they brought me their comfort and later they brought me this song
oh, i hope you run into them, you who've been travelling so long
yes you who must leave everything that you cannot control
it begins with your family, but soon it comes around to your soul
well i've been where you're hanging, i think i can see how you're pinned
when you're not feeling holy, your loneliness says that you've sinned
 well, they lay down beside me, i made my confession to them
they touched both my eyes and i touched the dew on their hem
if your life is a leaf that the seasons tear off and condemn
they will bind you with love that is graceful and green as a stem
 when i left they were sleeping, i hope you run into them soon
don't turn on the lights, you can read their address by the moon
and you won't make me jealous if i hear that they sweetened your night
we weren't lovers like that and besides it would still be all right
we weren't lovers like that and besides it would still be all right",0.0,0.5944700460829493,1.1300000000000008,2.5011473,1.1380491138938054,217,1.0625,0.08323412698412698,1
